stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG002054,CAN00705,REQ1038,Profile Submission,2,2025-06-30,Rejected – Skills,REC013,2
STG002055,CAN00706,REQ1010,Recruiter Screening,1,2024-12-18,Cleared,\N,3
STG002056,CAN00706,REQ1010,Profile Submission,2,2024-12-23,Cleared,REC007,4
STG002057,CAN00706,REQ1010,Technical Round 1,3,2024-12-30,Rejected – Skills,REC004,2
STG002058,CAN00707,REQ1003,Recruiter Screening,1,2024-07-05,Cleared,\N,3
STG002059,CAN00707,REQ1003,HR Intro Round,2,2024-07-22,Cleared,REC006,4
STG002060,CAN00707,REQ1003,Technical Round 1,3,2024-08-01,Cleared,REC010,4
STG002061,CAN00707,REQ1003,Hiring Manager Round,4,2024-08-14,Cleared,REC014,5
STG002062,CAN00707,REQ1003,Offer Stage,5,2024-08-15,Cleared,REC006,3
STG002063,CAN00708,REQ1038,Recruiter Screening,1,2024-10-14,Cleared,\N,5
STG002064,CAN00708,REQ1038,Profile Submission,2,2024-10-21,Candidate Ghosted,REC002,\N
STG002065,CAN00709,REQ1012,Recruiter Screening,1,2024-11-04,Cleared,\N,5
STG002066,CAN00709,REQ1012,Profile Submission,2,2024-11-11,Cleared,REC007,3
STG002067,CAN00709,REQ1012,Technical Round 1,3,2024-11-18,Cleared,REC015,5
STG002068,CAN00709,REQ1012,Technical Round 2,4,2024-11-22,Cleared,REC005,3
STG002069,CAN00709,REQ1012,System Design Round,5,2024-11-25,Cleared,REC005,3
STG002070,CAN00709,REQ1012,Panel Round,6,2024-11-29,Rejected – Compensation Mismatch,REC004,1
STG002071,CAN00710,REQ1049,Recruiter Screening,1,2025-04-03,Cleared,\N,5
STG002072,CAN00710,REQ1049,HR Intro Round,2,2025-04-07,Cleared,REC015,4
STG002073,CAN00710,REQ1049,Technical Round 1,3,2025-04-11,Cleared,REC010,3
STG002074,CAN00710,REQ1049,Hiring Manager Round,4,2025-04-21,Cleared,REC014,4
STG002075,CAN00710,REQ1049,Offer Stage,5,2025-04-25,Cleared,REC013,5
STG002076,CAN00711,REQ1051,Recruiter Screening,1,2024-05-31,Req Cancelled Mid-Process,\N,\N
STG002077,CAN00712,REQ1030,Recruiter Screening,1,2025-02-25,Cleared,\N,3
STG002078,CAN00712,REQ1030,Profile Submission,2,2025-03-05,Cleared,REC002,3
STG002079,CAN00712,REQ1030,Technical Round 1,3,2025-03-11,Cleared,REC013,5
STG002080,CAN00712,REQ1030,Technical Round 2,4,2025-03-17,Rejected – Skills,REC012,3
STG002081,CAN00713,REQ1029,Recruiter Screening,1,2025-03-07,Cleared,\N,4
STG002082,CAN00713,REQ1029,Profile Submission,2,2025-03-14,Rejected – Compensation Mismatch,REC003,2
STG002083,CAN00714,REQ1036,Recruiter Screening,1,2024-08-20,Cleared,\N,3
STG002084,CAN00714,REQ1036,Profile Submission,2,2024-08-26,Cleared,REC007,3
STG002085,CAN00714,REQ1036,Technical Round 1,3,2024-09-03,Rejected – Skills,REC013,3
STG002086,CAN00715,REQ1025,Recruiter Screening,1,2025-03-17,Cleared,\N,5
STG002087,CAN00715,REQ1025,Profile Submission,2,2025-03-18,Cleared,REC007,3
STG002088,CAN00715,REQ1025,Technical Round 1,3,2025-03-19,Cleared,REC015,5
STG002089,CAN00716,REQ1003,Recruiter Screening,1,2024-08-07,Cleared,\N,4
STG002090,CAN00716,REQ1003,HR Intro Round,2,2024-08-08,Rejected – Compensation Mismatch,REC002,2
STG002091,CAN00717,REQ1031,Recruiter Screening,1,2024-09-27,Cleared,\N,3
STG002092,CAN00717,REQ1031,Profile Submission,2,2024-09-30,Cleared,REC001,4
STG002093,CAN00717,REQ1031,Technical Round 1,3,2024-10-07,Cleared,REC006,4
STG002094,CAN00717,REQ1031,Technical Round 2,4,2024-10-08,Cleared,REC010,5
STG002095,CAN00718,REQ1018,Recruiter Screening,1,2024-05-06,Candidate Withdrew,\N,\N
STG002096,CAN00719,REQ1057,Recruiter Screening,1,2025-06-23,Cleared,\N,5
STG002097,CAN00719,REQ1057,Profile Submission,2,2025-06-30,Cleared,REC005,3
STG002098,CAN00720,REQ1044,Recruiter Screening,1,2025-01-17,Cleared,\N,3
STG002099,CAN00720,REQ1044,Profile Submission,2,2025-01-20,Cleared,REC008,5
STG002100,CAN00720,REQ1044,Technical Round 1,3,2025-01-23,Cleared,REC015,3
STG002101,CAN00720,REQ1044,Technical Round 2,4,2025-01-31,Cleared,REC013,4
STG002102,CAN00720,REQ1044,System Design Round,5,2025-02-05,Rejected – Skills,REC005,2
STG002103,CAN00721,REQ1019,Recruiter Screening,1,2024-07-01,Cleared,\N,3
STG002104,CAN00722,REQ1053,Recruiter Screening,1,2024-02-13,Cleared,\N,3
STG002105,CAN00722,REQ1053,HR Intro Round,2,2024-02-19,Cleared,REC015,3
STG002106,CAN00722,REQ1053,Technical Round 1,3,2024-02-23,Cleared,REC012,3
STG002107,CAN00722,REQ1053,Hiring Manager Round,4,2024-03-01,Cleared,REC007,4
STG002108,CAN00722,REQ1053,Offer Stage,5,2024-03-04,Cleared,REC010,3
STG002109,CAN00723,REQ1015,Recruiter Screening,1,2025-04-28,Rejected – Skills,\N,1
STG002110,CAN00724,REQ1025,Recruiter Screening,1,2025-02-21,Cleared,\N,3
STG002111,CAN00724,REQ1025,Profile Submission,2,2025-02-26,Cleared,REC014,4
STG002112,CAN00724,REQ1025,Technical Round 1,3,2025-03-03,Cleared,REC001,5
STG002113,CAN00724,REQ1025,Technical Round 2,4,2025-03-07,Cleared,REC015,3
STG002114,CAN00724,REQ1025,Technical Round 3,5,2025-03-17,Cleared,REC001,\N
STG002115,CAN00724,REQ1025,System Design Round,6,2025-03-18,Cleared,REC011,4
STG002116,CAN00724,REQ1025,Panel Round,7,2025-03-19,Rejected – Compensation Mismatch,REC010,3
STG002117,CAN00725,REQ1035,Recruiter Screening,1,2024-06-03,Rejected – Culture Fit,\N,1
STG002118,CAN00726,REQ1029,Recruiter Screening,1,2024-12-30,Rejected – Skills,\N,3
STG002119,CAN00727,REQ1041,Recruiter Screening,1,2024-09-17,Cleared,\N,3
STG002120,CAN00727,REQ1041,HR Intro Round,2,2024-09-25,Cleared,REC011,4
STG002121,CAN00727,REQ1041,Technical Round 1,3,2024-09-30,Rejected – Skills,REC009,2
STG002122,CAN00728,REQ1058,Recruiter Screening,1,2025-01-20,Cleared,\N,5
STG002123,CAN00728,REQ1058,HR Intro Round,2,2025-01-24,Cleared,REC003,3
STG002124,CAN00728,REQ1058,Technical Round 1,3,2025-01-27,On Hold – Panel Unavailable,REC003,\N
STG002125,CAN00729,REQ1026,Recruiter Screening,1,2024-07-22,Cleared,\N,5
STG002126,CAN00729,REQ1026,Profile Submission,2,2024-08-09,Rejected – Skills,REC004,3
STG002127,CAN00730,REQ1026,Recruiter Screening,1,2024-07-11,Rejected – Skills,\N,2
STG002128,CAN00731,REQ1037,Recruiter Screening,1,2024-09-17,Rejected – Skills,\N,3
STG002129,CAN00732,REQ1041,Recruiter Screening,1,2025-06-09,Rejected – Skills,\N,2
STG002130,CAN00733,REQ1034,Recruiter Screening,1,2024-09-16,Rejected – Skills,\N,2
STG002131,CAN00734,REQ1012,Recruiter Screening,1,2024-12-05,Cleared,\N,5
STG002132,CAN00734,REQ1012,Profile Submission,2,2024-12-09,Cleared,REC014,5
STG002133,CAN00735,REQ1037,Recruiter Screening,1,2024-08-29,Cleared,\N,5
STG002134,CAN00735,REQ1037,Profile Submission,2,2024-09-12,Cleared,REC005,3
STG002135,CAN00735,REQ1037,Technical Round 1,3,2024-09-13,Cleared,REC008,3
STG002136,CAN00735,REQ1037,Technical Round 2,4,2024-09-16,Rejected – Compensation Mismatch,REC010,3
STG002137,CAN00736,REQ1050,Recruiter Screening,1,2024-06-03,Cleared,\N,5
STG002138,CAN00736,REQ1050,HR Intro Round,2,2024-06-07,Cleared,REC004,4
STG002139,CAN00736,REQ1050,Technical Round 1,3,2024-06-13,Cleared,REC013,3
STG002140,CAN00736,REQ1050,Hiring Manager Round,4,2024-06-18,Cleared,REC001,4
STG002141,CAN00736,REQ1050,Offer Stage,5,2024-06-19,Candidate Withdrew,REC012,\N
STG002142,CAN00737,REQ1044,Recruiter Screening,1,2024-12-26,Rejected – Skills,\N,2
STG002143,CAN00738,REQ1045,Recruiter Screening,1,2024-07-22,Rejected – Skills,\N,1
STG002144,CAN00739,REQ1024,Recruiter Screening,1,2024-06-17,Cleared,\N,4
STG002145,CAN00739,REQ1024,Profile Submission,2,2024-06-24,Rejected – Skills,REC003,1
STG002146,CAN00740,REQ1022,Recruiter Screening,1,2024-07-08,Cleared,\N,5
STG002147,CAN00740,REQ1022,Profile Submission,2,2024-07-15,Cleared,REC005,5
STG002148,CAN00740,REQ1022,Technical Round 1,3,2024-07-18,Cleared,REC007,3
STG002149,CAN00740,REQ1022,Technical Round 2,4,2024-07-22,Cleared,REC015,3
STG002150,CAN00740,REQ1022,System Design Round,5,2024-07-29,Rejected – Culture Fit,REC002,1
STG002151,CAN00741,REQ1001,Recruiter Screening,1,2025-02-27,Cleared,\N,4
STG002152,CAN00741,REQ1001,Profile Submission,2,2025-03-10,Rejected – Culture Fit,REC004,2
STG002153,CAN00742,REQ1060,Recruiter Screening,1,2025-02-20,Cleared,\N,4
STG002154,CAN00742,REQ1060,HR Intro Round,2,2025-02-21,Cleared,REC004,4
STG002155,CAN00742,REQ1060,Technical Round 1,3,2025-03-03,Cleared,REC015,5
STG002156,CAN00742,REQ1060,Hiring Manager Round,4,2025-03-04,Cleared,REC006,3
STG002157,CAN00743,REQ1039,Recruiter Screening,1,2024-12-20,Cleared,\N,5
STG002158,CAN00743,REQ1039,Profile Submission,2,2024-12-30,Rejected – Skills,REC013,1
STG002159,CAN00744,REQ1026,Recruiter Screening,1,2024-08-08,Rejected – Skills,\N,1
STG002160,CAN00745,REQ1032,Recruiter Screening,1,2025-05-05,Cleared,\N,4
STG002161,CAN00745,REQ1032,Profile Submission,2,2025-05-12,Cleared,REC006,\N
STG002162,CAN00745,REQ1032,Technical Round 1,3,2025-05-16,Rejected – Skills,REC010,3
STG002163,CAN00746,REQ1021,Recruiter Screening,1,2025-02-03,Cleared,\N,3
STG002164,CAN00746,REQ1021,Profile Submission,2,2025-02-07,Cleared,REC013,5
STG002165,CAN00746,REQ1021,Technical Round 1,3,2025-02-14,Rejected – Compensation Mismatch,REC009,3
STG002166,CAN00747,REQ1006,Recruiter Screening,1,2024-05-17,Cleared,\N,5
STG002167,CAN00747,REQ1006,Profile Submission,2,2024-05-27,Cleared,REC001,5
STG002168,CAN00748,REQ1010,Recruiter Screening,1,2024-11-04,Cleared,\N,3
STG002169,CAN00748,REQ1010,Profile Submission,2,2024-11-07,Cleared,REC012,5
STG002170,CAN00748,REQ1010,Technical Round 1,3,2024-11-11,Cleared,REC012,3
STG002171,CAN00748,REQ1010,Technical Round 2,4,2024-11-19,Cleared,REC009,5
STG002172,CAN00748,REQ1010,Hiring Manager Round,5,2024-11-25,On Hold – Panel Unavailable,REC001,\N
STG002173,CAN00749,REQ1039,Recruiter Screening,1,2025-01-17,Cleared,\N,5
STG002174,CAN00749,REQ1039,Profile Submission,2,2025-01-23,Cleared,REC003,4
STG002175,CAN00749,REQ1039,Technical Round 1,3,2025-01-24,Candidate Ghosted,REC007,\N
STG002176,CAN00750,REQ1046,Recruiter Screening,1,2025-01-14,Cleared,\N,3
STG002177,CAN00750,REQ1046,Profile Submission,2,2025-01-20,Cleared,REC003,5
STG002178,CAN00750,REQ1046,Technical Round 1,3,2025-01-27,Cleared,REC011,3
STG002179,CAN00750,REQ1046,Technical Round 2,4,2025-01-31,Cleared,REC012,3
STG002180,CAN00750,REQ1046,System Design Round,5,2025-02-03,Rejected – Skills,REC004,1
STG002181,CAN00751,REQ1015,Recruiter Screening,1,2025-02-03,Cleared,\N,3
STG002182,CAN00751,REQ1015,Profile Submission,2,2025-02-11,Cleared,REC006,4
STG002183,CAN00751,REQ1015,Technical Round 1,3,2025-02-17,Cleared,REC008,4
STG002184,CAN00751,REQ1015,Technical Round 2,4,2025-02-25,Cleared,REC007,3
STG002185,CAN00751,REQ1015,System Design Round,5,2025-03-03,Cleared,REC004,5
STG002186,CAN00751,REQ1015,Panel Round,6,2025-03-10,Cleared,REC005,3
STG002187,CAN00751,REQ1015,Culture Fit Round,7,2025-03-13,Cleared,REC012,3
STG002188,CAN00751,REQ1015,Offer Stage,8,2025-03-19,Cleared,REC015,3
STG002189,CAN00752,REQ1030,Recruiter Screening,1,2025-03-10,Cleared,\N,3
STG002190,CAN00752,REQ1030,Profile Submission,2,2025-03-13,Rejected – Culture Fit,REC004,2
STG002191,CAN00753,REQ1011,Recruiter Screening,1,2024-02-16,Cleared,\N,3
STG002192,CAN00753,REQ1011,Profile Submission,2,2024-02-23,Cleared,REC013,4
STG002193,CAN00753,REQ1011,Technical Round 1,3,2024-02-27,Cleared,REC010,5
STG002194,CAN00753,REQ1011,Technical Round 2,4,2024-03-05,Cleared,REC003,3
STG002195,CAN00753,REQ1011,System Design Round,5,2024-03-08,Req Cancelled Mid-Process,REC012,\N
STG002196,CAN00754,REQ1058,Recruiter Screening,1,2025-03-31,Cleared,\N,5
STG002197,CAN00754,REQ1058,HR Intro Round,2,2025-04-07,Cleared,REC014,5
STG002198,CAN00754,REQ1058,Technical Round 1,3,2025-04-14,Cleared,REC008,4
STG002199,CAN00754,REQ1058,Hiring Manager Round,4,2025-04-21,Cleared,REC014,3
STG002200,CAN00754,REQ1058,Offer Stage,5,2025-04-28,Cleared,REC006,5
STG002201,CAN00755,REQ1035,Recruiter Screening,1,2024-07-30,Rejected – Culture Fit,\N,3
STG002202,CAN00756,REQ1019,Recruiter Screening,1,2024-06-03,Cleared,\N,\N
STG002203,CAN00756,REQ1019,Profile Submission,2,2024-06-11,Cleared,REC015,4
STG002204,CAN00756,REQ1019,Technical Round 1,3,2024-06-17,Cleared,REC009,5
STG002205,CAN00756,REQ1019,Technical Round 2,4,2024-06-25,Rejected – Skills,REC005,3
STG002206,CAN00757,REQ1036,Recruiter Screening,1,2024-09-17,Cleared,\N,3
STG002207,CAN00757,REQ1036,Profile Submission,2,2024-09-24,Cleared,REC015,4
STG002208,CAN00757,REQ1036,Technical Round 1,3,2024-09-30,Rejected – Skills,REC001,1
STG002209,CAN00758,REQ1037,Recruiter Screening,1,2024-09-09,Cleared,\N,3
STG002210,CAN00758,REQ1037,Profile Submission,2,2024-09-10,Cleared,REC011,3
STG002211,CAN00758,REQ1037,Technical Round 1,3,2024-09-11,Cleared,REC012,3
STG002212,CAN00758,REQ1037,Technical Round 2,4,2024-09-12,Cleared,REC014,4
STG002213,CAN00758,REQ1037,Technical Round 3,5,2024-09-13,Cleared,REC008,3
STG002214,CAN00758,REQ1037,System Design Round,6,2024-09-16,Cleared,REC003,5
STG002215,CAN00758,REQ1037,Panel Round,7,2024-09-17,Cleared,REC002,3
STG002216,CAN00758,REQ1037,Founder/CXO Round,8,2024-09-18,Cleared,REC014,5
STG002217,CAN00759,REQ1032,Recruiter Screening,1,2025-06-09,Rejected – Skills,\N,3
STG002218,CAN00760,REQ1021,Recruiter Screening,1,2025-02-24,Cleared,\N,3
STG002219,CAN00760,REQ1021,Profile Submission,2,2025-02-28,Cleared,REC008,5
STG002220,CAN00760,REQ1021,Technical Round 1,3,2025-03-03,Rejected – Compensation Mismatch,REC003,3
STG002221,CAN00761,REQ1054,Recruiter Screening,1,2024-09-26,Rejected – Skills,\N,3
STG002222,CAN00762,REQ1039,Recruiter Screening,1,2024-12-12,Cleared,\N,3
STG002223,CAN00762,REQ1039,Profile Submission,2,2024-12-16,Cleared,REC009,5
STG002224,CAN00762,REQ1039,Technical Round 1,3,2024-12-19,Cleared,REC014,3
STG002225,CAN00762,REQ1039,Technical Round 2,4,2024-12-23,Cleared,REC003,3
STG002226,CAN00762,REQ1039,System Design Round,5,2024-12-27,Rejected – Skills,REC010,1
STG002227,CAN00763,REQ1023,Recruiter Screening,1,2024-09-12,Cleared,\N,3
STG002228,CAN00763,REQ1023,HR Intro Round,2,2024-09-16,Rejected – Skills,REC012,3
STG002229,CAN00764,REQ1055,Recruiter Screening,1,2024-05-13,Cleared,\N,3
STG002230,CAN00764,REQ1055,Profile Submission,2,2024-05-14,Rejected – Skills,REC001,2
STG002231,CAN00765,REQ1060,Recruiter Screening,1,2025-02-12,Cleared,\N,3
STG002232,CAN00765,REQ1060,HR Intro Round,2,2025-03-03,Cleared,REC003,3
STG002233,CAN00765,REQ1060,Technical Round 1,3,2025-03-04,Rejected – Skills,REC013,3
STG002234,CAN00766,REQ1012,Recruiter Screening,1,2024-11-07,Cleared,\N,4
STG002235,CAN00766,REQ1012,Profile Submission,2,2024-11-11,Cleared,REC006,3
STG002236,CAN00766,REQ1012,Technical Round 1,3,2024-11-19,Cleared,REC007,4
STG002237,CAN00766,REQ1012,Technical Round 2,4,2024-11-26,Cleared,REC009,4
STG002238,CAN00766,REQ1012,System Design Round,5,2024-12-02,On Hold – Panel Unavailable,REC006,\N
STG002239,CAN00767,REQ1049,Recruiter Screening,1,2025-04-14,Cleared,\N,4
STG002240,CAN00767,REQ1049,HR Intro Round,2,2025-04-17,Cleared,REC014,5
STG002241,CAN00767,REQ1049,Technical Round 1,3,2025-04-24,Cleared,REC013,3
STG002242,CAN00767,REQ1049,Hiring Manager Round,4,2025-05-01,Rejected – Skills,REC003,3
STG002243,CAN00768,REQ1009,Recruiter Screening,1,2024-05-20,Cleared,\N,5
STG002244,CAN00768,REQ1009,Profile Submission,2,2024-05-28,Cleared,REC014,4
STG002245,CAN00768,REQ1009,Technical Round 1,3,2024-06-05,Cleared,REC015,4
STG002246,CAN00768,REQ1009,Technical Round 2,4,2024-06-10,Cleared,REC009,3
STG002247,CAN00768,REQ1009,System Design Round,5,2024-06-18,Cleared,REC011,3
STG002248,CAN00768,REQ1009,Panel Round,6,2024-06-21,Cleared,REC005,5
STG002249,CAN00768,REQ1009,Offer Stage,7,2024-07-01,Cleared,REC011,5
STG002250,CAN00769,REQ1035,Recruiter Screening,1,2024-06-24,Rejected – Skills,\N,2
STG002251,CAN00770,REQ1009,Recruiter Screening,1,2025-06-09,Cleared,\N,3
STG002252,CAN00770,REQ1009,Profile Submission,2,2025-06-13,Cleared,REC006,5
STG002253,CAN00770,REQ1009,Technical Round 1,3,2025-06-18,Cleared,REC014,3
STG002254,CAN00770,REQ1009,Technical Round 2,4,2025-06-26,Cleared,REC005,4
STG002255,CAN00770,REQ1009,System Design Round,5,2025-06-27,Rejected – Culture Fit,REC010,3
STG002256,CAN00771,REQ1017,Recruiter Screening,1,2024-10-25,Cleared,\N,5
STG002257,CAN00771,REQ1017,Profile Submission,2,2024-10-29,Cleared,REC011,3
STG002258,CAN00771,REQ1017,Technical Round 1,3,2024-11-06,Cleared,REC001,5
STG002259,CAN00771,REQ1017,Technical Round 2,4,2024-11-11,Cleared,REC013,3
STG002260,CAN00771,REQ1017,Hiring Manager Round,5,2024-11-18,Cleared,REC006,5
STG002261,CAN00771,REQ1017,Offer Stage,6,2024-11-19,Cleared,REC013,3
STG002262,CAN00772,REQ1007,Recruiter Screening,1,2024-10-21,Cleared,\N,\N
STG002263,CAN00773,REQ1031,Recruiter Screening,1,2024-09-09,Rejected – Culture Fit,\N,3
STG002264,CAN00774,REQ1042,Recruiter Screening,1,2025-04-07,Candidate Withdrew,\N,\N
STG002265,CAN00775,REQ1001,Recruiter Screening,1,2025-06-23,Rejected – Skills,\N,2
STG002266,CAN00776,REQ1042,Recruiter Screening,1,2024-11-04,Rejected – Skills,\N,3
STG002267,CAN00777,REQ1024,Recruiter Screening,1,2024-06-24,Rejected – Skills,\N,3
STG002268,CAN00778,REQ1013,Recruiter Screening,1,2024-10-07,Rejected – Skills,\N,2
STG002269,CAN00779,REQ1054,Recruiter Screening,1,2024-07-29,Cleared,\N,4
STG002270,CAN00779,REQ1054,Profile Submission,2,2024-08-05,Cleared,REC015,4
STG002271,CAN00779,REQ1054,Technical Round 1,3,2024-08-08,Rejected – Skills,REC003,2
STG002272,CAN00780,REQ1019,Recruiter Screening,1,2024-05-27,Req Cancelled Mid-Process,\N,\N
STG002273,CAN00781,REQ1047,Recruiter Screening,1,2024-03-22,Rejected – Skills,\N,1
STG002274,CAN00782,REQ1048,Recruiter Screening,1,2024-05-17,Cleared,\N,5
STG002275,CAN00782,REQ1048,HR Intro Round,2,2024-05-21,Cleared,REC005,3
STG002276,CAN00782,REQ1048,Technical Round 1,3,2024-05-27,Cleared,REC009,5
STG002277,CAN00782,REQ1048,Hiring Manager Round,4,2024-05-28,Cleared,REC014,5
STG002278,CAN00783,REQ1002,Recruiter Screening,1,2024-12-30,Cleared,\N,3
STG002279,CAN00783,REQ1002,Profile Submission,2,2024-12-31,Rejected – Compensation Mismatch,REC008,3
STG002280,CAN00784,REQ1010,Recruiter Screening,1,2025-04-08,Cleared,\N,4
STG002281,CAN00784,REQ1010,Profile Submission,2,2025-04-15,Rejected – Skills,REC006,3
STG002282,CAN00785,REQ1037,Recruiter Screening,1,2024-09-09,Cleared,\N,3
STG002283,CAN00785,REQ1037,Profile Submission,2,2024-09-10,Cleared,REC010,4
STG002284,CAN00785,REQ1037,Technical Round 1,3,2024-09-11,Cleared,REC010,5
STG002285,CAN00785,REQ1037,Technical Round 2,4,2024-09-12,Rejected – Skills,REC014,2
STG002286,CAN00786,REQ1053,Recruiter Screening,1,2024-03-04,Cleared,\N,5
STG002287,CAN00787,REQ1033,Recruiter Screening,1,2024-09-09,Cleared,\N,3
STG002288,CAN00787,REQ1033,HR Intro Round,2,2024-09-13,Candidate Withdrew,REC002,\N
STG002289,CAN00788,REQ1022,Recruiter Screening,1,2024-07-22,Rejected – Skills,\N,3
STG002290,CAN00789,REQ1010,Recruiter Screening,1,2025-06-17,Cleared,\N,4
STG002291,CAN00789,REQ1010,Profile Submission,2,2025-06-24,Rejected – Compensation Mismatch,REC010,3
STG002292,CAN00790,REQ1042,Recruiter Screening,1,2024-08-21,Rejected – Skills,\N,2
STG002293,CAN00791,REQ1021,Recruiter Screening,1,2025-06-23,Cleared,\N,5
STG002294,CAN00791,REQ1021,Profile Submission,2,2025-06-27,Cleared,REC011,5
STG002295,CAN00791,REQ1021,Technical Round 1,3,2025-06-30,Cleared,REC007,5
STG002296,CAN00792,REQ1016,Recruiter Screening,1,2024-11-04,Rejected – Skills,\N,3
STG002297,CAN00793,REQ1004,Recruiter Screening,1,2025-01-27,Cleared,\N,3
STG002298,CAN00793,REQ1004,Profile Submission,2,2025-02-10,Cleared,REC005,5
STG002299,CAN00793,REQ1004,Technical Round 1,3,2025-02-20,Rejected – Compensation Mismatch,REC008,1
STG002300,CAN00794,REQ1058,Recruiter Screening,1,2024-11-07,Cleared,\N,4
STG002301,CAN00794,REQ1058,HR Intro Round,2,2024-11-14,Cleared,REC014,3
STG002302,CAN00794,REQ1058,Technical Round 1,3,2024-11-21,Cleared,REC001,3
STG002303,CAN00794,REQ1058,Hiring Manager Round,4,2024-11-25,Cleared,REC005,5
STG002304,CAN00794,REQ1058,Offer Stage,5,2024-11-28,Cleared,REC006,5
STG002305,CAN00795,REQ1033,Recruiter Screening,1,2024-09-23,Cleared,\N,4
STG002306,CAN00795,REQ1033,HR Intro Round,2,2024-09-27,Cleared,REC012,3
STG002307,CAN00795,REQ1033,Technical Round 1,3,2024-09-30,Rejected – Skills,REC010,1
STG002308,CAN00796,REQ1047,Recruiter Screening,1,2024-03-11,Cleared,\N,3
STG002309,CAN00796,REQ1047,Profile Submission,2,2024-03-18,Req Cancelled Mid-Process,REC015,\N
STG002310,CAN00797,REQ1038,Recruiter Screening,1,2024-10-14,Rejected – Skills,\N,3
STG002311,CAN00798,REQ1058,Recruiter Screening,1,2024-12-26,Cleared,\N,3
STG002312,CAN00798,REQ1058,HR Intro Round,2,2025-01-03,Cleared,REC007,3
STG002313,CAN00798,REQ1058,Technical Round 1,3,2025-01-06,Cleared,REC011,5
STG002314,CAN00798,REQ1058,Hiring Manager Round,4,2025-01-13,Cleared,REC006,5
STG002315,CAN00798,REQ1058,Offer Stage,5,2025-01-20,Cleared,REC015,3
STG002316,CAN00799,REQ1047,Recruiter Screening,1,2024-03-28,Cleared,\N,3
STG002317,CAN00799,REQ1047,Profile Submission,2,2024-03-29,Req Cancelled Mid-Process,REC011,\N
STG002318,CAN00800,REQ1028,Recruiter Screening,1,2025-01-27,Cleared,\N,3
STG002319,CAN00800,REQ1028,Profile Submission,2,2025-01-30,Cleared,REC015,3
